,movie,sentence
6610,harry potter,lavender late spring one numberwill leave forever knew professor saw professor trelawney occasions take joyin gift miss brown
6611,harry potter,divination classroom morning later students exit ron walking separately harry turns neville ron she gone mental hermione mean
6612,harry potter,alwaysmental theopen everyone see ron stops glances harry moves harry watches along others spies hermione crystal ball lying
6613,harry potter,landing divination classroom day moments later harry sets hermione crystal back stand starts smoke within crystal suddenly darkens
6614,harry potter,leaning close harry watches shape appears unmistakable sirius black just shadow crawls glossy surface crystal hand snatches harry
6615,harry potter,shoulder wheels finds harry professor trelawney professor trelawney return tonight harry stiffens trelawney voice eerily hollow harry sorry
6616,harry potter,professor trelawney tonight clock strikestwelve servant shall breakfree master shall bereunited prevented trelawney smiles savagely head falls forward
6617,harry potter,when rises blinks eyes hand lies upon harry shoulder her hand professor trelawney sorry dear boy did say
6618,harry potter,something her voice normal harry shakes head harry nothing divination stairwell day moments later harry clearly unsettled encounter
6619,harry potter,trelawney hastens stairs fade out locktower courtyard day later swook swook fade moving pov crow glides flock circling
6620,harry potter,feet pot bellied man executioner sitting courtyard sharpens axe swook swook cut harry ron hermione hurrying past executioner
6621,harry potter,looks cut hogwarts castle bridge late afternoon harry leading ron hermione toward hagrid hut hermione believe going kill
6622,harry potter,buckbeak horrible harry got worse she ron look see sundial garden continuous action late afternoon malfoy along crabbe
6623,harry potter,goyle lurks within grouping monolithic menhirs binoculars hand spying hagrid stands pumpkin patch tossing dead ferrets buckbeak hagrid
6624,harry potter,wipes eyes lopes hut draco did see big fat blubbering oaf going rich did tell father said keep
6625,harry potter,head looking come see show continued continued hermione foul loathsome evil little cockroach malfoy stumbles back tree cross
6626,harry potter,eyed fear hermione jabs tip wand nose ron hermione she turns surprised ron spoken looks away ron worth
6627,harry potter,hermione nods smack quick lightning lands looping right malfoy jaw putting flat back stunned leaps feet runs crabbe
6628,harry potter,goyle huffing puffing behind hermione felt good slope pumpkin patch late afternoon moments later trio makes way slope
6629,harry potter,past buckbeak chewing ferret idle satisfaction hagrid hut later late afternoon dusk hagrid stands window watching buckbeak harry
6630,harry potter,ron sit hermione makes tea hagrid look loves smello trees windblows harry say set free hagrid shaking head
6631,harry potter,know tha would get dumbledore introuble gon come yehknow says wants ter withme happens great man dumbledore continued
6632,harry potter,continued hermione stay hagrid hagrid yeh think wan yehseein thing like yeh drink yer tea yeh wan ter
6633,harry potter,see ron shake hands harry ron harry exchange glance look hagrid hagrid thin seen binbetw two reluctantly harry
6634,harry potter,ron extend hands shake hagrid good now ron wan tersee give hermione hug hermione ron hagrid two year
6635,harry potter,sick acutely uncomfortable hermione ron step forward perform perhaps awkward hug hogwarts ever seen hagrid crikey tha jus
6636,harry potter,abou mostpathetic hug seen yehdid tha wha matters there jus one thing ron kissing fang thinking hearing name
6637,harry potter,fang hagrid giant boarhound thumps tail happily floor hagrid turns takes lid flour tin tiny head ears flecked
6638,harry potter,powder emerges ron scabbers alive continued continued hagrid yeh keep closer eye onyer pets ron hermione think owe
6639,harry potter,someone anapology ron right next time seecrookshanks let know hermione meant hagrid crikey here agin smash glass jar
6640,harry potter,shelf shatters hermione scoops jagged star shaped stone second stone bounces back harry head harry harry turns looks
6641,harry potter,window harry hagrid everyone turns looks dumbledore fudge approach behind fluttering shroud crows executioner follows axe side hagrid
6642,harry potter,begins panic hagrid yeh got almost dark anyone sees yeh outside castleit trouble big trouble specially harry bang
6643,harry potter,bang bang door shakes hagrid stiffens fear harry reaches puts finger hagrid trembling lips speaks softly others harry
6644,harry potter,mon hagrid hut pumpkin patch wide shot dusk moments later trio exit back door fudge dumbledore executioner enter
6645,harry potter,front continued continued veil crows flutters onto roof more drop patch begin slowly circle buckbeak harry others duck
6646,harry potter,behind pumpkins watch hagrid solemnly greet others fudge appears window picks nose just shhh heard hermione turns branches
6647,harry potter,trees behind dancing oddly harry hermione nothing thought saw never mind sundial garden dusk moments later trio slip
6648,harry potter,silently stand trees beyond hagrid hut glimmers desolately dying sun high clock tower bell begins toll ding ding
6649,harry potter,ding trio stops fighting tears quartet bleak shadows files hut one shadows dumbledore raises hand points directing attention
6650,harry potter,others away buckbeak dumbledore speaks briefly unintelligible distance caw caw crows shriek excitedly executioner separates others disappears behind
6651,harry potter,low stand trees ding all goes still wind loses voice ding sunlight kicks axe rises trees into view
